crime_code,crime_name,month_end_date,detected,registered
3,Dacoity,2024-01-02,2.0,2
4,Prep.for Dacoity,2024-01-02,1.0,1
5,Robbery,2024-01-02,46.0,52
6,Robbery-Chain Snatching,2024-01-02,8.0,14
7,Att.to.C.Robbery,2024-01-02,2.0,2
8,Extortion,2024-01-02,22.0,27
9,H.B.T.Day,2024-01-02,12.0,24
10,H.B.T.Night.,2024-01-02,48.0,86
11,Thefts.,2024-01-02,210.0,1050
12,Pocket Picking,2024-01-02,1.0,1
13,M.V.Thefts.,2024-01-02,78.0,242
14,Hurt,2024-01-02,276.0,327
15,Riots.,2024-01-02,15.0,16
16,Rape,2024-01-02,54.0,67
17,Molestation,2024-01-02,140.0,168
18,Other I.P.C.,2024-01-02,1929.0,2720
0,Total IPC,2024-02-01,2876.0,4833
1,Murder,2024-02-01,8.0,8
2,Att.to.C.Murder,2024-02-01,24.0,26
3,Dacoity,2024-02-01,2.0,2
4,Prep.for Dacoity,2024-02-01,1.0,1
5,Robbery,2024-02-01,46.0,52
6,Robbery-Chain Snatching,2024-02-01,8.0,14
7,Att.to.C.Robbery,2024-02-01,2.0,2
8,Extortion,2024-02-01,22.0,27
9,H.B.T.Day,2024-02-01,12.0,24
10,H.B.T.Night.,2024-02-01,48.0,86
11,Thefts.,2024-02-01,210.0,1050
12,Pocket Picking,2024-02-01,1.0,1
13,M.V.Thefts.,2024-02-01,78.0,242
14,Hurt,2024-02-01,276.0,327
15,Riots.,2024-02-01,15.0,16
16,Rape,2024-02-01,54.0,67
17,Molestation,2024-02-01,140.0,168
18,Other I.P.C.,2024-02-01,1929.0,2720
0,Total IPC,2024-03-01,2790.0,4753
1,Murder,2024-03-01,8.0,8
2,Att.to.C.Murder,2024-03-01,33.0,35
3,Dacoity,2024-03-01,1.0,1
4,Prep.for Dacoity,2024-03-01,1.0,1
5,Robbery,2024-03-01,57.0,62
6,Robbery-Chain Snatching,2024-03-01,9.0,10
7,Att.to.C.Robbery,2024-03-01,0.0,0
8,Extortion,2024-03-01,11.0,21
9,H.B.T.Day,2024-03-01,10.0,31
10,H.B.T.Night.,2024-03-01,45.0,100
11,Thefts.,2024-03-01,215.0,940
12,Pocket Picking,2024-03-01,0.0,0
13,M.V.Thefts.,2024-03-01,85.0,221
14,Hurt,2024-03-01,421.0,495
15,Riots.,2024-03-01,36.0,41
16,Rape,2024-03-01,65.0,81
17,Molestation,2024-03-01,186.0,231
18,Other I.P.C.,2024-03-01,1607.0,2475
0,Total IPC,2024-04-01,2612.0,4400
1,Murder,2024-04-01,8.0,10
2,Att.to.C.Murder,2024-04-01,39.0,42
3,Dacoity,2024-04-01,5.0,5
4,Prep.for Dacoity,2024-04-01,0.0,0
5,Robbery,2024-04-01,43.0,49
6,Robbery-Chain Snatching,2024-04-01,9.0,14
7,Att.to.C.Robbery,2024-04-01,0.0,0
8,Extortion,2024-04-01,15.0,21
9,H.B.T.Day,2024-04-01,8.0,20
10,H.B.T.Night.,2024-04-01,30.0,70
11,Thefts.,2024-04-01,174.0,822
12,Pocket Picking,2024-04-01,0.0,0
13,M.V.Thefts.,2024-04-01,73.0,240
14,Hurt,2024-04-01,343.0,391
15,Riots.,2024-04-01,19.0,22
16,Rape,2024-04-01,60.0,83
17,Molestation,2024-04-01,175.0,211
18,Other I.P.C.,2024-04-01,1611.0,2400
0,Total IPC,2024-05-01,2509.0,4346
1,Murder,2024-05-01,11.0,11
2,Att.to.C.Murder,2024-05-01,26.0,28
3,Dacoity,2024-05-01,1.0,1
4,Prep.for Dacoity,2024-05-01,1.0,1
5,Robbery,2024-05-01,38.0,44
6,Robbery-Chain Snatching,2024-05-01,8.0,13
7,Att.to.C.Robbery,2024-05-01,3.0,3
8,Extortion,2024-05-01,10.0,17
9,H.B.T.Day,2024-05-01,5.0,12
10,H.B.T.Night.,2024-05-01,24.0,94
11,Thefts.,2024-05-01,147.0,838
12,Pocket Picking,2024-05-01,0.0,0
13,M.V.Thefts.,2024-05-01,36.0,189
14,Hurt,2024-05-01,327.0,391
15,Riots.,2024-05-01,27.0,31
16,Rape,2024-05-01,54.0,74
17,Molestation,2024-05-01,146.0,182
18,Other I.P.C.,2024-05-01,1645.0,2417
0,Total IPC,2024-06-01,3504.0,5293
1,Murder,2024-06-01,8.0,8
2,Att.to.C.Murder,2024-06-01,21.0,21
3,Dacoity,2024-06-01,0.0,0
4,Prep.for Dacoity,2024-06-01,1.0,1
5,Robbery,2024-06-01,50.0,53
6,Robbery-Chain Snatching,2024-06-01,9.0,16
6,Robbery Chain Snatching,2024-06-01,9.0,16
7,Att.to.C.Robbery,2024-06-01,0.0,1
8,Extortion,2024-06-01,9.0,15
9,H.B.T.Day,2024-06-01,6.0,15
10,H.B.T.Night.,2024-06-01,41.0,110
11,Thefts.,2024-06-01,148.0,678
12,Pocket Picking,2024-06-01,0.0,0
12,M.V.Thefts.,2024-06-01,52.0,223
13,M.V.Thefts.,2024-06-01,52.0,223
13,Snatching,2024-06-01,0.0,0
14,Hurt,2024-06-01,337.0,394
15,Riots.,2024-06-01,18.0,23
16,Rape,2024-06-01,49.0,63
17,Molestation,2024-06-01,158.0,193
18,Other I.P.C.,2024-06-01,2597.0,3479
1,Murder,2024-07-01,5.0,5
2,Att.to.C.Murder,2024-07-01,15.0,16
3,Dacoity,2024-07-01,1.0,1
4,Prep.for Dacoity,2024-07-01,0.0,0
5,Robbery,2024-07-01,18.0,22
6,Robbery Chain Snatching,2024-07-01,2.0,3
7,Att.to.C.Robbery,2024-07-01,4.0,5
8,Extortion,2024-07-01,3.0,8
9,H.B.T.Day,2024-07-01,5.0,19
10,H.B.T.Night.,2024-07-01,34.0,105
11,Thefts.,2024-07-01,112.0,567
12,M.V.Thefts.,2024-07-01,39.0,199
13,Snatching,2024-07-01,1.0,10
14,Hurt,2024-07-01,203.0,256
15,Riots.,2024-07-01,19.0,23
16,Rape,2024-07-01,48.0,64
17,Molestation,2024-07-01,104.0,134
18,Other I.P.C.,2024-07-01,1789.0,2539
1,Murder,2024-08-01,10.0,10
2,Att.to.C.Murder,2024-08-01,30.0,31
3,Dacoity,2024-08-01,2.0,2
4,Prep.for Dacoity,2024-08-01,1.0,1
5,Robbery,2024-08-01,27.0,31
6,Robbery Chain Snatching,2024-08-01,3.0,4
7,Att.to.C.Robbery,2024-08-01,3.0,3
8,Extortion,2024-08-01,11.0,17
9,H.B.T.Day,2024-08-01,10.0,20
10,H.B.T.Night.,2024-08-01,35.0,102
11,Thefts.,2024-08-01,118.0,570
12,M.V.Thefts.,2024-08-01,72.0,247
13,Snatching,2024-08-01,11.0,21
14,Hurt,2024-08-01,265.0,332
15,Riots.,2024-08-01,19.0,24
16,Rape,2024-08-01,89.0,111
17,Molestation,2024-08-01,231.0,269
18,Other I.P.C.,2024-08-01,1962.0,2937
1,Murder,2024-09-01,4.0,5
2,Att.to.C.Murder,2024-09-01,13.0,14
3,Dacoity,2024-09-01,5.0,5
4,Prep.for Dacoity,2024-09-01,1.0,1
5,Robbery,2024-09-01,33.0,34
6,Robbery Chain Snatching,2024-09-01,9.0,11
7,Att.to.C.Robbery,2024-09-01,1.0,1
8,Extortion,2024-09-01,5.0,8
9,H.B.T.Day,2024-09-01,2.0,19
10,H.B.T.Night.,2024-09-01,25.0,84
11,Thefts.,2024-09-01,141.0,587
12,M.V.Thefts.,2024-09-01,44.0,183
13,Snatching,2024-09-01,12.0,26
14,Hurt,2024-09-01,282.0,366
15,Riots.,2024-09-01,22.0,25
16,Rape,2024-09-01,67.0,89
17,Molestation,2024-09-01,230.0,267
18,Other I.P.C.,2024-09-01,1041.0,1775
1,Murder,2024-10-01,8.0,9
2,Att.to.C.Murder,2024-10-01,23.0,26
3,Dacoity,2024-10-01,0.0,1
4,Prep.for Dacoity,2024-10-01,1.0,1
5,Robbery,2024-10-01,23.0,26
6,Robbery Chain Snatching,2024-10-01,7.0,7
7,Att.to.C.Robbery,2024-10-01,1.0,1
8,Extortion,2024-10-01,12.0,17
9,H.B.T.Day,2024-10-01,6.0,22
10,H.B.T.Night.,2024-10-01,30.0,86
11,Thefts.,2024-10-01,139.0,590
12,M.V.Thefts.,2024-10-01,52.0,240
13,Snatching,2024-10-01,12.0,23
14,Hurt,2024-10-01,303.0,400
15,Riots.,2024-10-01,25.0,29
16,Rape,2024-10-01,69.0,89
17,Molestation,2024-10-01,170.0,227
18,Other I.P.C.,2024-10-01,1955.0,2821
1,Murder,2024-11-01,11.0,13
2,Att.to.C.Murder,2024-11-01,14.0,16
3,Dacoity,2024-11-01,0.0,0
4,Prep.for Dacoity,2024-11-01,1.0,1
5,Robbery,2024-11-01,15.0,21
6,Robbery Chain Snatching,2024-11-01,5.0,7
7,Att.to.C.Robbery,2024-11-01,1.0,1
8,Extortion,2024-11-01,7.0,12
9,H.B.T.Day,2024-11-01,4.0,12
10,H.B.T.Night.,2024-11-01,20.0,70
11,Thefts.,2024-11-01,91.0,377
12,M.V.Thefts.,2024-11-01,45.0,208
13,Snatching,2024-11-01,1.0,12
14,Hurt,2024-11-01,248.0,325
15,Riots.,2024-11-01,23.0,34
16,Rape,2024-11-01,57.0,82
17,Molestation,2024-11-01,121.0,153
18,Other I.P.C.,2024-11-01,1144.0,1741
1,Murder,2024-12-01,6.0,6
2,Att.to.C.Murder,2024-12-01,18.0,19
3,Dacoity,2024-12-01,0.0,0
4,Prep.for Dacoity,2024-12-01,0.0,0
5,Robbery,2024-12-01,22.0,26
6,Robbery Chain Snatching,2024-12-01,2.0,6
7,Att.to.C.Robbery,2024-12-01,0.0,0
8,Extortion,2024-12-01,14.0,18
9,H.B.T.Day,2024-12-01,10.0,19
10,H.B.T.Night.,2024-12-01,34.0,87
11,Thefts.,2024-12-01,114.0,460
12,M.V.Thefts.,2024-12-01,56.0,203
13,Snatching,2024-12-01,3.0,14
14,Hurt,2024-12-01,292.0,359
15,Riots.,2024-12-01,18.0,24
16,Rape,2024-12-01,49.0,75
17,Molestation,2024-12-01,145.0,180
18,Other I.P.C.,2024-12-01,2192.0,2876
1,Murder,2024-12-31,6.0,6
2,Att.to.C.Murder,2024-12-31,18.0,19
3,Dacoity,2024-12-31,0.0,0
4,Prep.for Dacoity,2024-12-31,0.0,0
5,Robbery,2024-12-31,22.0,26
6,Robbery Chain Snatching,2024-12-31,2.0,6
7,Att.to.C.Robbery,2024-12-31,0.0,0
8,Extortion,2024-12-31,14.0,18
9,H.B.T.Day,2024-12-31,10.0,19
10,H.B.T.Night.,2024-12-31,34.0,87
11,Thefts.,2024-12-31,114.0,460
12,M.V.Thefts.,2024-12-31,56.0,203
13,Snatching,2024-12-31,3.0,14
14,Hurt,2024-12-31,292.0,359
15,Riots.,2024-12-31,18.0,24
16,Rape,2024-12-31,49.0,75
17,Molestation,2024-12-31,145.0,180
18,Other I.P.C.,2024-12-31,2192.0,2876
1,Murder,2025-01-01,8.0,9
2,Att.to.C.Murder,2025-01-01,21.0,24
3,Dacoity,2025-01-01,1.0,1
4,Prep.for Dacoity,2025-01-01,1.0,1
5,Robbery,2025-01-01,30.0,34
6,Robbery Chain Snatching,2025-01-01,9.0,16
7,Att.to.C.Robbery,2025-01-01,3.0,4
8,Extortion,2025-01-01,15.0,25
9,H.B.T.Day,2025-01-01,6.0,19
10,H.B.T.Night.,2025-01-01,46.0,86
11,Thefts.,2025-01-01,144.0,493
12,M.V.Thefts.,2025-01-01,57.0,182
13,Snatching,2025-01-01,7.0,20
14,Hurt,2025-01-01,276.0,336
15,Riots.,2025-01-01,20.0,24
16,Rape,2025-01-01,59.0,80
17,Molestation,2025-01-01,182.0,229
18,Other I.P.C.,2025-01-01,1920.0,2700
1,Murder,2025-01-31,8.0,9
2,Att.to.C.Murder,2025-01-31,21.0,24
3,Dacoity,2025-01-31,1.0,1
4,Prep.for Dacoity,2025-01-31,1.0,1
5,Robbery,2025-01-31,30.0,34
6,Robbery Chain Snatching,2025-01-31,9.0,16
7,Att.to.C.Robbery,2025-01-31,3.0,4
8,Extortion,2025-01-31,15.0,25
9,H.B.T.Day,2025-01-31,6.0,19
10,H.B.T.Night.,2025-01-31,46.0,86
11,Thefts.,2025-01-31,144.0,494
12,M.V.Thefts.,2025-01-31,57.0,182
13,Snatching,2025-01-31,7.0,20
14,Hurt,2025-01-31,276.0,336
15,Riots.,2025-01-31,20.0,24
16,Rape,2025-01-31,61.0,82
17,Molestation,2025-01-31,184.0,231
18,Other I.P.C.,2025-01-31,1921.0,2707
1,Murder,2025-02-01,9.0,10
2,Att.to.C.Murder,2025-02-01,19.0,20
3,Dacoity,2025-02-01,0.0,0
4,Prep.for Dacoity,2025-02-01,0.0,0
5,Robbery,2025-02-01,14.0,14
6,Robbery Chain Snatching,2025-02-01,2.0,2
7,Att.to.C.Robbery,2025-02-01,1.0,1
8,Extortion,2025-02-01,11.0,19
9,H.B.T.Day,2025-02-01,5.0,16
10,H.B.T.Night.,2025-02-01,21.0,60
11,Thefts.,2025-02-01,118.0,438
12,M.V.Thefts.,2025-02-01,55.0,181
13,Snatching,2025-02-01,5.0,13
14,Hurt,2025-02-01,249.0,322
15,Riots.,2025-02-01,28.0,34
16,Rape,2025-02-01,57.0,78
17,Molestation,2025-02-01,157.0,190
18,Other I.P.C.,2025-02-01,1662.0,2414
1,Murder,2025-03-01,14.0,15
2,Att.to.C.Murder,2025-03-01,24.0,24
3,Dacoity,2025-03-01,0.0,0
4,Prep.for Dacoity,2025-03-01,0.0,0
5,Robbery,2025-03-01,23.0,28
6,Robbery Chain Snatching,2025-03-01,0.0,2
7,Att.to.C.Robbery,2025-03-01,0.0,0
8,Extortion,2025-03-01,18.0,25
9,H.B.T.Day,2025-03-01,4.0,11
10,H.B.T.Night.,2025-03-01,25.0,66
11,Thefts.,2025-03-01,98.0,465
12,M.V.Thefts.,2025-03-01,59.0,177
13,Snatching,2025-03-01,8.0,19
14,Hurt,2025-03-01,381.0,464
15,Riots.,2025-03-01,31.0,38
16,Rape,2025-03-01,72.0,92
17,Molestation,2025-03-01,190.0,246
18,Other I.P.C.,2025-03-01,1515.0,2350
1,Murder,2025-04-01,12.0,12
2,Att.to.C.Murder,2025-04-01,33.0,36
3,Dacoity,2025-04-01,1.0,1
4,Prep.for Dacoity,2025-04-01,0.0,0
5,Robbery,2025-04-01,13.0,14
6,Robbery Chain Snatching,2025-04-01,8.0,11
7,Att.to.C.Robbery,2025-04-01,0.0,0
8,Extortion,2025-04-01,22.0,29
9,H.B.T.Day,2025-04-01,7.0,16
10,H.B.T.Night.,2025-04-01,24.0,54
11,Thefts.,2025-04-01,114.0,498
12,M.V.Thefts.,2025-04-01,43.0,162
13,Snatching,2025-04-01,8.0,13
14,Hurt,2025-04-01,291.0,367
15,Riots.,2025-04-01,33.0,38
16,Rape,2025-04-01,76.0,106
17,Molestation,2025-04-01,179.0,214
18,Other I.P.C.,2025-04-01,1595.0,2448
1,Murder,2025-05-01,15.0,16
2,Att.to.C.Murder,2025-05-01,21.0,22
3,Dacoity,2025-05-01,1.0,1
4,Prep.for Dacoity,2025-05-01,0.0,0
5,Robbery,2025-05-01,9.0,11
6,Robbery Chain Snatching,2025-05-01,2.0,4
7,Att.to.C.Robbery,2025-05-01,0.0,0
8,Extortion,2025-05-01,14.0,21
9,H.B.T.Day,2025-05-01,8.0,17
10,H.B.T.Night.,2025-05-01,22.0,70
11,Thefts.,2025-05-01,142.0,1141
12,M.V.Thefts.,2025-05-01,39.0,167
13,Snatching,2025-05-01,8.0,22
14,Hurt,2025-05-01,311.0,368
15,Riots.,2025-05-01,33.0,37
16,Rape,2025-05-01,63.0,99
17,Molestation,2025-05-01,171.0,211
18,Other I.P.C.,2025-05-01,3106.0,3813
1,Murder,2025-06-01,5.0,6
2,Att.to.C.Murder,2025-06-01,34.0,35
3,Dacoity,2025-06-01,2.0,2
4,Prep.for Dacoity,2025-06-01,1.0,1
5,Robbery,2025-06-01,33.0,35
6,Robbery Chain Snatching,2025-06-01,7.0,7
7,Att.to.C.Robbery,2025-06-01,2.0,2
8,Extortion,2025-06-01,21.0,24
9,H.B.T.Day,2025-06-01,3.0,12
10,H.B.T.Night.,2025-06-01,35.0,88
11,Thefts.,2025-06-01,163.0,872
12,M.V.Thefts.,2025-06-01,71.0,221
13,Snatching,2025-06-01,9.0,23
14,Hurt,2025-06-01,286.0,330
15,Riots.,2025-06-01,24.0,26
16,Rape,2025-06-01,76.0,99
17,Molestation,2025-06-01,176.0,202
18,Other I.P.C.,2025-06-01,3979.0,4587
1,Murder,2025-06-30,5.0,6
2,Att.to.C.Murder,2025-06-30,34.0,35
3,Dacoity,2025-06-30,2.0,2
4,Prep.for Dacoity,2025-06-30,1.0,1
5,Robbery,2025-06-30,33.0,35
6,Robbery Chain Snatching,2025-06-30,7.0,7
7,Att.to.C.Robbery,2025-06-30,2.0,2
8,Extortion,2025-06-30,21.0,24
9,H.B.T.Day,2025-06-30,3.0,12
10,H.B.T.Night.,2025-06-30,35.0,88
11,Thefts.,2025-06-30,163.0,872
12,M.V.Thefts.,2025-06-30,71.0,221
13,Snatching,2025-06-30,9.0,23
14,Hurt,2025-06-30,286.0,330
15,Riots.,2025-06-30,24.0,26
16,Rape,2025-06-30,76.0,99
17,Molestation,2025-06-30,176.0,202
18,Other I.P.C.,2025-06-30,3979.0,4587
1,Murder,2025-07-01,6.0,6
2,Att.to.C.Murder,2025-07-01,23.0,23
3,Dacoity,2025-07-01,2.0,2
4,Prep.for Dacoity,2025-07-01,0.0,0
5,Robbery,2025-07-01,21.0,21
6,Robbery Chain Snatching,2025-07-01,5.0,7
7,Att.to.C.Robbery,2025-07-01,0.0,0
8,Extortion,2025-07-01,25.0,28
9,H.B.T.Day,2025-07-01,6.0,16
10,H.B.T.Night.,2025-07-01,31.0,85
11,Thefts.,2025-07-01,163.0,736
12,M.V.Thefts.,2025-07-01,75.0,214
13,Snatching,2025-07-01,8.0,14
14,Hurt,2025-07-01,266.0,291
15,Riots.,2025-07-01,40.0,44
16,Rape,2025-07-01,84.0,104
17,Molestation,2025-07-01,183.0,199
18,Other I.P.C.,2025-07-01,3844.0,4614
1,Murder,2025-07-31,6.0,6
2,Att.to.C.Murder,2025-07-31,23.0,23
3,Dacoity,2025-07-31,2.0,2
4,Prep.for Dacoity,2025-07-31,0.0,0
5,Robbery,2025-07-31,21.0,21
6,Robbery Chain Snatching,2025-07-31,5.0,7
7,Att.to.C.Robbery,2025-07-31,0.0,0
8,Extortion,2025-07-31,25.0,28
9,H.B.T.Day,2025-07-31,6.0,16
10,H.B.T.Night.,2025-07-31,31.0,85
11,Thefts.,2025-07-31,163.0,736
12,M.V.Thefts.,2025-07-31,75.0,214
13,Snatching,2025-07-31,8.0,14
14,Hurt,2025-07-31,266.0,291
15,Riots.,2025-07-31,40.0,44
16,Rape,2025-07-31,84.0,104
17,Molestation,2025-07-31,183.0,199
18,Other I.P.C.,2025-07-31,3844.0,4614
1,Murder,2025-08-01,6.0,6
2,Att.to.C.Murder,2025-08-01,16.0,16
3,Dacoity,2025-08-01,0.0,1
4,Prep.for Dacoity,2025-08-01,0.0,0
5,Robbery,2025-08-01,22.0,23
6,Robbery Chain Snatching,2025-08-01,4.0,6
7,Att.to.C.Robbery,2025-08-01,1.0,1
8,Extortion,2025-08-01,23.0,26
9,H.B.T.Day,2025-08-01,4.0,13
10,H.B.T.Night.,2025-08-01,34.0,79
11,Thefts.,2025-08-01,172.0,707
12,M.V.Thefts.,2025-08-01,71.0,214
13,Snatching,2025-08-01,3.0,8
14,Hurt,2025-08-01,253.0,295
15,Riots.,2025-08-01,22.0,28
16,Rape,2025-08-01,65.0,91
17,Molestation,2025-08-01,143.0,177
18,Other I.P.C.,2025-08-01,3239.0,3913
1,Murder,2025-08-31,6.0,6
2,Att.to.C.Murder,2025-08-31,16.0,16
3,Dacoity,2025-08-31,0.0,1
4,Prep.for Dacoity,2025-08-31,0.0,0
5,Robbery,2025-08-31,22.0,23
6,Robbery Chain Snatching,2025-08-31,4.0,6
7,Att.to.C.Robbery,2025-08-31,1.0,1
8,Extortion,2025-08-31,23.0,26
9,H.B.T.Day,2025-08-31,4.0,13
10,H.B.T.Night.,2025-08-31,34.0,79
11,Thefts.,2025-08-31,172.0,707
12,M.V.Thefts.,2025-08-31,71.0,214
13,Snatching,2025-08-31,3.0,8
14,Hurt,2025-08-31,253.0,295
15,Riots.,2025-08-31,22.0,28
16,Rape,2025-08-31,65.0,91
17,Molestation,2025-08-31,143.0,177
18,Other I.P.C.,2025-08-31,3239.0,3913
1,Murder,2025-09-01,11.0,11
2,Att.to.C.Murder,2025-09-01,29.0,31
3,Dacoity,2025-09-01,1.0,1
4,Prep.for Dacoity,2025-09-01,0.0,0
5,Robbery,2025-09-01,23.0,27
6,Robbery Chain Snatching,2025-09-01,5.0,7
7,Att.to.C.Robbery,2025-09-01,0.0,0
8,Extortion,2025-09-01,23.0,29
9,H.B.T.Day,2025-09-01,5.0,11
10,H.B.T.Night.,2025-09-01,29.0,81
11,Thefts.,2025-09-01,164.0,708
12,M.V.Thefts.,2025-09-01,60.0,195
13,Snatching,2025-09-01,6.0,8
14,Hurt,2025-09-01,267.0,302
15,Riots.,2025-09-01,32.0,45
16,Rape,2025-09-01,73.0,91
17,Molestation,2025-09-01,154.0,181
18,Other I.P.C.,2025-09-01,3108.0,3830
1,Murder,2025-09-30,11.0,11
2,Att.to.C.Murder,2025-09-30,29.0,31
3,Dacoity,2025-09-30,1.0,1
4,Prep.for Dacoity,2025-09-30,0.0,0
5,Robbery,2025-09-30,23.0,27
6,Robbery Chain Snatching,2025-09-30,5.0,7
7,Att.to.C.Robbery,2025-09-30,0.0,0
8,Extortion,2025-09-30,23.0,29
9,H.B.T.Day,2025-09-30,5.0,11
10,H.B.T.Night.,2025-09-30,29.0,81
11,Thefts.,2025-09-30,164.0,708
12,M.V.Thefts.,2025-09-30,60.0,195
13,Snatching,2025-09-30,6.0,8
14,Hurt,2025-09-30,267.0,302
15,Riots.,2025-09-30,32.0,45
16,Rape,2025-09-30,73.0,91
17,Molestation,2025-09-30,154.0,181
18,Other I.P.C.,2025-09-30,3108.0,3830
1,Murder,2025-10-01,9.0,9
2,Att.to.C.Murder,2025-10-01,37.0,37
3,Dacoity,2025-10-01,3.0,3
4,Prep.for Dacoity,2025-10-01,0.0,0
5,Robbery,2025-10-01,46.0,47
6,Robbery Chain Snatching,2025-10-01,1.0,6
7,Att.to.C.Robbery,2025-10-01,2.0,2
8,Extortion,2025-10-01,18.0,23
9,H.B.T.Day,2025-10-01,6.0,20
10,H.B.T.Night.,2025-10-01,19.0,65
11,Thefts.,2025-10-01,184.0,795
12,M.V.Thefts.,2025-10-01,73.0,210
13,Snatching,2025-10-01,11.0,16
14,Hurt,2025-10-01,405.0,441
15,Riots.,2025-10-01,44.0,47
16,Rape,2025-10-01,88.0,111
17,Molestation,2025-10-01,162.0,188
18,Other I.P.C.,2025-10-01,2649.0,3356
1,Murder,2025-10-31,9.0,9
2,Att.to.C.Murder,2025-10-31,37.0,37
3,Dacoity,2025-10-31,3.0,3
4,Prep.for Dacoity,2025-10-31,0.0,0
5,Robbery,2025-10-31,46.0,47
6,Robbery Chain Snatching,2025-10-31,1.0,6
7,Att.to.C.Robbery,2025-10-31,2.0,2
8,Extortion,2025-10-31,18.0,23
9,H.B.T.Day,2025-10-31,6.0,20
10,H.B.T.Night.,2025-10-31,19.0,65
11,Thefts.,2025-10-31,184.0,795
12,M.V.Thefts.,2025-10-31,73.0,210
13,Snatching,2025-10-31,11.0,16
14,Hurt,2025-10-31,405.0,441
15,Riots.,2025-10-31,44.0,47
16,Rape,2025-10-31,88.0,111
17,Molestation,2025-10-31,162.0,188
18,Other I.P.C.,2025-10-31,2649.0,3356
1,Murder,2025-11-01,9.0,9
2,Att.to.C.Murder,2025-11-01,28.0,28
3,Dacoity,2025-11-01,3.0,3
4,Prep.for Dacoity,2025-11-01,0.0,0
5,Robbery,2025-11-01,29.0,30
6,Robbery Chain Snatching,2025-11-01,13.0,13
7,Att.to.C.Robbery,2025-11-01,0.0,0
8,Extortion,2025-11-01,17.0,21
9,H.B.T.Day,2025-11-01,3.0,14
10,H.B.T.Night.,2025-11-01,34.0,82
11,Thefts.,2025-11-01,140.0,618
12,M.V.Thefts.,2025-11-01,46.0,194
13,Snatching,2025-11-01,4.0,6
14,Hurt,2025-11-01,274.0,301
15,Riots.,2025-11-01,35.0,38
16,Rape,2025-11-01,76.0,97
17,Molestation,2025-11-01,167.0,193
18,Other I.P.C.,2025-11-01,3707.0,4543
